wd:Q1426203	wd:Q30198	Mississippi Delta	marsh
wd:Q3108639	wd:Q170321	Guadalquivir Marshes	wetland
wd:Q3287394	wd:Q166735	Pénestin marsh	swamp
wd:Q6512761	wd:Q30198	Ledson Marsh	marsh
wd:Q36856	wd:Q2923911	Zwin	empoldered inlet
wd:Q7284890	wd:Q179049	Rainham Marshes Nature Reserve	nature reserve
wd:Q909617	wd:Q30198	Mount Liang	marsh
wd:Q7073534	wd:Q30198	Oak Hammock Marsh	marsh
wd:Q23677418	wd:Q166735	Étang Bamedjo	swamp
wd:Q3287394	wd:Q473972	Pénestin marsh	protected area
wd:Q3892852	wd:Q30198	Hawizeh Marshes	marsh
wd:Q4954814	wd:Q30198	Brading Marshes RSPB reserve	marsh
wd:Q5645561	wd:Q30198	Hammar Marshes	marsh
wd:Q3287401	wd:Q30198	Marais de Saint-Gond	marsh
wd:Q12289337	wd:Q187223	$null$	lagoon
wd:Q988053	wd:Q30198	$null$	marsh
wd:Q26230209	wd:Q23397	Biharugra Fishponds	lake
wd:Q1798646	wd:Q30198	Brière	marsh
wd:Q11940161	wd:Q473972	Pego-Oliva Marsh	protected area
wd:Q26230209	wd:Q10671833	Biharugra Fishponds	floodplain lake
wd:Q5061406	wd:Q30198	Central Marshes	marsh
wd:Q1346157	wd:Q30198	Alepu	marsh
wd:Q3825807	wd:Q23397	Umm al Binni lake	lake
wd:Q3287423	wd:Q166735	Mès marsh	swamp
wd:Q3591766	wd:Q3253281	$null$	pond
wd:Q3825807	wd:Q30198	Umm al Binni lake	marsh
wd:Q3847786	wd:Q473972	Mai Po Marshes	protected area
wd:Q16509101	wd:Q170321	Grée marsh	wetland
wd:Q3287374	wd:Q271669	Marais breton	landform
wd:Q5305022	wd:Q170321	Dragoman marsh	wetland
wd:Q4796173	wd:Q30198	Arrowhead Marsh	marsh
wd:Q1326258	wd:Q30198	Elephant Marsh	marsh
wd:Q13016393	wd:Q23397	Bueng Kalo	lake
wd:Q7966630	wd:Q30198	Walthamstow Marshes	marsh
wd:Q36856	wd:Q473972	Zwin	protected area
wd:Q4026866	wd:Q166735	Rann of Kutch	swamp
wd:Q3287387	wd:Q166735	marais de Goulaine	swamp
wd:Q3287387	wd:Q170321	marais de Goulaine	wetland
wd:Q1971357	wd:Q30198	$null$	marsh
wd:Q4713946	wd:Q14545639	Aldomirovtsi marsh	IUCN category IV: Habitat/Species Management Area
wd:Q6964792	wd:Q30198	Napa Sonoma Marsh	marsh
wd:Q7828460	wd:Q30198	Tottenham Marshes	marsh
wd:Q20860900	wd:Q473972	Parížske močiare	protected area
wd:Q5254686	wd:Q30198	Delta Marsh	marsh
wd:Q20860900	wd:Q18379650	Parížske močiare	national nature reserve
wd:Q11378889	wd:Q30198	$null$	marsh
wd:Q3108639	wd:Q30198	Guadalquivir Marshes	marsh
wd:Q3287394	wd:Q30198	Pénestin marsh	marsh
wd:Q4713946	wd:Q30198	Aldomirovtsi marsh	marsh
wd:Q7284890	wd:Q30198	Rainham Marshes Nature Reserve	marsh
wd:Q22082706	wd:Q15069452	$null$	Natura 2000 protected area
wd:Q36856	wd:Q1286517	Zwin	natural landscape
wd:Q2004786	wd:Q1286517	Waterplak	natural landscape
wd:Q12250216	wd:Q170321	Hawizeh Marshes	wetland
wd:Q4290440	wd:Q30198	Äteritsiputeritsipuolilautatsijänkä	marsh
wd:Q946198	wd:Q30198	Biebrza Marshes	marsh
wd:Q3892852	wd:Q166735	Hawizeh Marshes	swamp
wd:Q11904496	wd:Q30198	$null$	marsh
wd:Q4954814	wd:Q179049	Brading Marshes RSPB reserve	nature reserve
wd:Q2974922	wd:Q30198	Ciénaga de Zapatosa	marsh
wd:Q11940161	wd:Q30198	Pego-Oliva Marsh	marsh
wd:Q8039709	wd:Q30198	Wye Marsh	marsh
wd:Q988053	wd:Q473972	$null$	protected area
wd:Q6748156	wd:Q30198	Mandora Marsh	marsh
wd:Q7283363	wd:Q30198	Raheenmore Bog	marsh
wd:Q12180996	wd:Q30198	$null$	marsh
wd:Q12183665	wd:Q30198	$null$	marsh
wd:Q12201091	wd:Q30198	$null$	marsh
wd:Q12250199	wd:Q30198	$null$	marsh
wd:Q12250203	wd:Q30198	$null$	marsh
wd:Q12250200	wd:Q30198	$null$	marsh
wd:Q12250201	wd:Q30198	$null$	marsh
wd:Q12250206	wd:Q30198	$null$	marsh
wd:Q12250207	wd:Q30198	$null$	marsh
wd:Q12250204	wd:Q30198	$null$	marsh
wd:Q12250205	wd:Q30198	$null$	marsh
wd:Q12250210	wd:Q30198	$null$	marsh
wd:Q12250211	wd:Q30198	$null$	marsh
wd:Q12250208	wd:Q30198	$null$	marsh
wd:Q12250209	wd:Q30198	$null$	marsh
wd:Q12250214	wd:Q30198	$null$	marsh
wd:Q3847786	wd:Q30198	Mai Po Marshes	marsh
wd:Q5061406	wd:Q166735	Central Marshes	swamp
wd:Q1346157	wd:Q187223	Alepu	lagoon
wd:Q3287423	wd:Q30198	Mès marsh	marsh
wd:Q5645561	wd:Q618123	Hammar Marshes	geographical object
wd:Q3591766	wd:Q30198	$null$	marsh
wd:Q11887282	wd:Q30198	Pelsonsuo	marsh
wd:Q26230209	wd:Q473972	Biharugra Fishponds	protected area
wd:Q3287374	wd:Q30198	Marais breton	marsh
wd:Q3892846	wd:Q30198	Palude di Ostiglia	marsh
wd:Q36856	wd:Q28853922	Zwin	province domain
wd:Q2004786	wd:Q30198	Waterplak	marsh
wd:Q8355045	wd:Q30198	$null$	marsh
wd:Q5148261	wd:Q30198	Nälkävuoma	marsh
wd:Q5305022	wd:Q30198	Dragoman marsh	marsh
wd:Q18785730	wd:Q16040909	$null$	zone naturelle d'intérêt écologique, faunistique et floristique
wd:Q4026866	wd:Q30198	Rann of Kutch	marsh
wd:Q3287387	wd:Q30198	marais de Goulaine	marsh
wd:Q20652757	wd:Q166735	Karapanđa	swamp
wd:Q21719808	wd:Q30198	Velike Bare	marsh
wd:Q21428983	wd:Q30198	Cuanza	marsh
wd:Q21728144	wd:Q30198	Deranova Bara	marsh
wd:Q14716306	wd:Q30198	Tobico Marsh	marsh
wd:Q21052877	wd:Q30198	Llano Santa Emilia	marsh
wd:Q12250216	wd:Q30198	Hawizeh Marshes	marsh
wd:Q18161344	wd:Q30198	Holbeach Marsh	marsh
wd:Q18785730	wd:Q30198	$null$	marsh
wd:Q21052206	wd:Q30198	Bajo Los Robles	marsh
wd:Q21332359	wd:Q30198	Nyanzagi	marsh
wd:Q21332360	wd:Q30198	Ruhuni	marsh
wd:Q21052933	wd:Q30198	Llanos El Corozal	marsh
wd:Q21053740	wd:Q30198	Estero El Zancudiento	marsh
wd:Q21053716	wd:Q30198	Estero Cesares	marsh
wd:Q14691630	wd:Q30198	Fritchie Marsh	marsh
wd:Q20652757	wd:Q30198	Karapanđa	marsh
wd:Q13016393	wd:Q30198	Bueng Kalo	marsh
wd:Q16902864	wd:Q30198	Walland Marsh	marsh
wd:Q18631181	wd:Q30198	Stellingsmoor	marsh
wd:Q13360514	wd:Q30198	Marsch	marsh
wd:Q20526911	wd:Q30198	Mostarsko blato	marsh
wd:Q20934731	wd:Q30198	$null$	marsh
wd:Q20935064	wd:Q30198	$null$	marsh
wd:Q20935239	wd:Q30198	$null$	marsh
wd:Q20935310	wd:Q30198	$null$	marsh
wd:Q20938701	wd:Q30198	$null$	marsh
wd:Q20938838	wd:Q30198	$null$	marsh
wd:Q20938862	wd:Q30198	$null$	marsh
wd:Q20940979	wd:Q30198	$null$	marsh
wd:Q20941309	wd:Q30198	$null$	marsh
wd:Q20941313	wd:Q30198	$null$	marsh
wd:Q20941611	wd:Q30198	$null$	marsh
wd:Q21408407	wd:Q30198	Lagoa Olela	marsh
wd:Q21053759	wd:Q30198	$null$	marsh
wd:Q16590612	wd:Q30198	$null$	marsh
wd:Q21719807	wd:Q30198	Male Bare	marsh
wd:Q12250215	wd:Q30198	$null$	marsh
wd:Q12250212	wd:Q30198	$null$	marsh
wd:Q12250213	wd:Q30198	$null$	marsh
wd:Q12250219	wd:Q30198	$null$	marsh
wd:Q12250220	wd:Q30198	$null$	marsh
